words,2019/11/1,2019/10/1,2019/9/1,2019/8/1,2019/7/1,2019/6/1,2019/5/1,2019/4/1,2019/3/1,2019/2/1,2019/1/1,2018/12/1,2018/11/1,2018/10/1,2018/9/1,2018/8/1,2018/7/1,2018/6/1,2018/5/1,2018/4/1,2018/3/1,2018/2/1,2018/1/1,2017/12/1,2017/11/1,2017/10/1,2017/9/1,2017/8/1,2017/7/1,2017/6/1,2017/5/1,2017/4/1,2017/3/1,2017/2/1,2017/1/1,2016/12/1,2016/11/1,2016/10/1,2016/9/1,2016/8/1,2016/7/1,2016/6/1,2016/5/1,2016/4/1,2016/3/1,2016/2/1,2016/1/1,2015/12/1,2015/11/1,2015/10/1,2015/9/1,2015/8/1,2015/7/1,2015/6/1,2015/5/1,2015/4/1,2015/3/1,2015/2/1,2015/1/1,2014/12/1,2014/11/1,2014/10/1,2014/9/1,2014/8/1,2014/7/1,2014/6/1,2014/5/1,2014/4/1,2014/3/1,2014/2/1,2014/1/1,2013/12/1,2013/11/1,2013/10/1,2013/9/1,2013/8/1,2013/7/1,2013/6/1,2013/5/1,2013/4/1,2013/3/1,2013/2/1,2013/1/1,2012/12/1,2012/11/1,2012/10/1,2012/9/1,2012/8/1,2012/7/1,2012/6/1,2012/5/1,2012/4/1,2012/3/1,2012/2/1,2012/1/1,2011/12/1,2011/11/1,2011/10/1,2011/9/1,2011/8/1,2011/7/1,2011/6/1,2011/5/1,2011/4/1,2011/3/1,2011/2/1,2011/1/1,2010/12/1,2010/11/1,2010/10/1,2010/9/1,2010/8/1,2010/7/1,2010/6/1,2010/5/1,2010/4/1,2010/3/1,2010/2/1,2010/1/1,2009/12/1,2009/11/1,2009/10/1,2009/9/1,2009/8/1,2009/7/1,2009/6/1,2009/5/1,2009/4/1,2009/3/1,2009/2/1,2009/1/1,2008/12/1,2008/11/1,2008/10/1,2008/9/1,2008/8/1,2008/7/1,2008/6/1,2008/5/1,2008/4/1,2008/3/1,2008/2/1,2008/1/1,2007/12/1,2007/11/1,2007/10/1,2007/9/1,2007/8/1,2007/7/1,2007/6/1,2007/5/1,2007/4/1,2007/3/1,2007/2/1,2007/1/1
"('park',)",3.88048,7.77001,0,2.73973,2.88268,2.66525,2.73075,5.57103,0,0,2.72702,0,0,0,5.34045,0,2.82566,0,2.88434,8.62565,2.89184,0,3.01023,3.05998,0,0,0,0,3.13283,3.16456,0,0,3.22789,3.25839,0,0,6.97593,0,0,0,0,0,0,0,0,0,4.8852,0,4.97265,0,0,0,0,0,0,0,0,0,5.02765,0,0,0,0,5.32765,0,0,0,5.07614,10.04016,0,0,0,0,0,9.82318,0,0,10.68947,0,0,4.93827,0,5.11247,5.07099,0,0,0,0,0,0,0,0,0,0,0,0,5.44662,5.88928,0,0,5.95593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93824,0,0,0,0,0,0,0,0,6.21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('look',)",19.40241,31.08003,18.99593,38.35616,23.0614,23.98721,10.92299,33.42618,19.31034,18.60712,32.7243,16.86341,16.39344,35.432,34.71295,44.98173,19.7796,24.03846,31.72772,23.00173,34.70214,17.14286,21.07164,15.29988,27.80352,31.47624,18.5816,22.32855,9.3985,15.82278,19.44895,15.68381,9.68367,19.55034,17.18804,23.50571,20.9278,17.53156,22.65861,31.92338,20.33347,8.60585,13.19842,9.82801,14.96259,14.05152,19.54079,33.50886,29.8359,20.4499,57.36138,49.55401,5.01756,45.91837,30.64351,19.72387,14.62701,14.52785,20.11061,15.25165,24.31907,10.40042,4.71476,21.3106,10.31992,15.50388,15.51992,20.30457,10.04016,24.5821,9.80392,15.13623,5.35619,14.05811,24.55796,9.99001,24.5098,16.03421,15.26718,19.20307,24.69136,20.16129,0,10.14199,18.11594,28.63688,6.00962,34.84321,5.78035,30.59976,16.86341,11.9403,24.40513,10.97695,36.87769,44.49388,16.33987,23.55713,48.86988,11.62791,17.86778,24.39024,37.83102,37.5,21.73913,22.50985,30.92146,30.50641,30.06615,6.38978,26.45503,54.54545,52.18526,35.79952,27.08192,43.19654,17.84652,24.42002,20.97902,42.73504,24.16918,49.19185,11.87648,29.26116,14.23488,52.73566,37.99873,18.72659,19.34236,38.21656,51.16959,37.29024,36.96858,42.49292,58.47953,48.30918,50.17921,21.21641,48.14305,28.07018,27.28513,21.48997,56.61713,75.88533,64.77733,28.22865,15.17451,0,28.28854,19.97337,12.64223,13.18392,25.26848,6.73401,30.45067
"('worlds',)",7.76096,15.54002,10.85482,2.73973,14.41338,7.99574,2.73075,13.92758,8.27586,7.97448,8.18107,8.4317,10.92896,2.72554,10.68091,14.05679,14.12828,6.00962,5.76868,2.87522,14.45922,2.85714,6.02047,12.2399,15.4464,6.29525,9.2908,6.37959,0,6.32911,3.24149,3.13676,6.45578,3.25839,0,6.71592,6.97593,3.50631,3.77644,3.99042,8.13339,0,4.39947,4.914,4.98753,4.68384,4.8852,0,9.9453,10.22495,9.56023,4.9554,5.01756,5.10204,15.32176,9.86193,4.87567,0,0,10.16777,0,5.20021,4.71476,5.32765,10.31992,0,5.17331,5.07614,15.06024,0,0,20.18163,0,0,9.82318,4.995,9.80392,0,5.08906,4.80077,4.93827,15.12097,10.22495,0,18.11594,11.45475,0,5.8072,0,0,5.62114,11.9403,0,0,12.29256,0,5.44662,0,0,11.62791,0,0,6.30517,0,16.30435,5.62746,0,0,0,0,0,0,13.04631,5.96659,0,0,11.89768,6.10501,6.99301,0,0,0,0,0,7.11744,0,0,6.2422,6.44745,0,0,0,0,0,6.49773,0,7.16846,0,0,0,0,0,0,8.4317,0,0,7.58725,0,7.07214,0,6.32111,0,0,0,0
"('defense',)",3.88048,3.885,2.7137,2.73973,2.88268,2.66525,2.73075,2.78552,5.51724,5.31632,2.72702,5.62114,0,0,10.68091,5.62272,2.82566,9.01442,0,5.75043,11.56738,0,0,12.2399,0,6.29525,0,6.37959,9.3985,3.16456,3.24149,0,12.91156,16.29195,10.31282,6.71592,3.48797,3.50631,3.77644,0,0,0,0,4.914,0,4.68384,0,9.57396,4.97265,0,0,0,0,0,0,0,0,0,0,10.16777,4.86381,0,0,5.32765,0,0,0,0,0,4.91642,0,0,0,0,0,4.995,9.80392,5.34474,0,0,0,0,5.11247,0,6.03865,0,0,0,5.78035,6.11995,5.62114,0,6.10128,5.48847,0,0,5.44662,0,0,0,0,6.09756,0,6.25,5.43478,0,0,0,12.02646,0,6.61376,0,0,0,20.31144,14.39885,0,0,0,12.21001,6.0423,7.02741,0,36.57644,0,0,0,0,0,0,0,0,6.16143,7.08215,6.49773,20.70393,0,0,0,0,6.82128,0,14.15428,0,0,7.05716,0,0,0,0,0,0,0,0,12.18027
"('minister',)",3.88048,7.77001,24.42334,2.73973,5.76535,7.99574,10.92299,13.92758,8.27586,15.94896,5.45405,11.24227,10.92896,2.72554,8.01068,0,2.82566,15.02404,11.53735,2.87522,11.56738,14.28571,0,0,15.4464,3.14762,3.09693,6.37959,0,9.49367,6.48298,12.54705,9.68367,16.29195,0,3.35796,6.97593,0,3.77644,3.99042,8.13339,17.2117,4.39947,4.914,4.98753,9.36768,4.8852,4.78698,14.91795,0,0,0,15.05268,0,0,4.93097,4.87567,0,5.02765,0,4.86381,0,4.71476,0,0,10.33592,10.34661,0,15.06024,9.83284,9.80392,0,0,0,0,9.99001,0,0,10.17812,19.20307,24.69136,10.08065,10.22495,5.07099,6.03865,5.72738,12.01923,0,0,6.11995,11.24227,5.97015,0,5.48847,0,0,5.44662,5.88928,6.10874,0,5.95593,0,0,0,0,0,0,0,12.02646,0,0,0,0,0,6.77048,0,0,0,6.99301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49773,0,0,0,0,0,0,0,0,0,0,0,7.58725,0,0,0,0,0,0,0,0
"('quarterly',)",3.88048,7.77001,0,0,5.76535,0,2.73075,0,0,0,0,0,2.73224,2.72554,0,0,0,3.00481,2.88434,0,0,0,0,0,0,0,0,0,6.26566,0,6.48298,6.27353,0,0,10.31282,0,3.48797,3.50631,0,7.98085,8.13339,4.30293,13.19842,4.914,0,0,0,4.78698,0,5.11247,0,0,0,0,0,0,4.87567,0,5.02765,0,4.86381,0,0,0,5.15996,0,0,0,5.02008,0,0,0,0,0,0,0,0,5.34474,10.17812,0,0,5.04032,0,0,0,5.72738,6.00962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,5.96659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09717,0,7.58725,6.84463,0,0,6.32111,19.77587,12.63424,33.67003,48.72107
"('jump',)",7.76096,3.885,5.42741,13.69863,8.64803,7.99574,16.38449,8.35655,5.51724,18.60712,16.36215,11.24227,10.92896,21.80431,18.69159,14.05679,8.47697,15.02404,2.88434,2.87522,2.89184,14.28571,9.0307,6.11995,12.35712,9.44287,9.2908,9.56938,15.66416,9.49367,6.48298,12.54705,9.68367,3.25839,6.87521,13.43183,17.43983,10.51893,7.55287,7.98085,16.26678,17.2117,0,9.82801,14.96259,4.68384,14.65559,4.78698,9.9453,5.11247,0,0,10.03512,5.10204,5.10725,0,14.62701,4.84262,0,5.08388,4.86381,10.40042,0,5.32765,10.31992,10.33592,0,25.38071,5.02008,19.66568,14.70588,5.04541,5.35619,4.68604,4.91159,14.98501,24.5098,16.03421,25.44529,4.80077,9.87654,5.04032,15.33742,20.28398,12.07729,17.18213,6.00962,11.6144,0,0,5.62114,5.97015,12.20256,27.44237,0,0,5.44662,11.77856,0,5.81395,5.95593,6.09756,6.30517,6.25,5.43478,5.62746,6.18429,18.30384,6.01323,0,13.22751,6.06061,6.52316,0,6.77048,0,17.84652,18.31502,6.99301,0,6.0423,7.02741,5.93824,0,0,26.36783,6.33312,6.2422,6.44745,6.36943,14.61988,0,6.16143,0,25.9909,6.90131,0,21.21641,6.87758,28.07018,13.64256,7.16332,7.07714,8.4317,0,14.11433,7.58725,13.68925,7.07214,0,18.96334,13.18392,18.95136,26.93603,36.5408
"('everything',)",11.64144,11.65501,2.7137,2.73973,5.76535,0,5.4615,2.78552,5.51724,0,0,2.81057,5.46448,2.72554,0,0,2.82566,9.01442,2.88434,2.87522,0,0,3.01023,6.11995,3.08928,3.14762,0,3.18979,0,3.16456,3.24149,0,0,6.51678,0,3.35796,3.48797,0,0,3.99042,0,0,0,0,0,0,0,0,0,0,0,4.9554,0,0,0,0,0,0,0,5.08388,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68604,0,0,0,0,5.08906,4.80077,0,0,0,0,0,5.72738,0,0,5.78035,0,0,0,0,0,6.14628,0,0,0,0,0,0,0,0,6.25,10.86957,11.25492,6.18429,0,6.01323,0,0,0,0,0,0,0,0,0,0,0,0,7.02741,5.93824,0,0,0,0,0,6.44745,0,0,0,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('space',)",11.64144,3.885,2.7137,0,11.5307,7.99574,2.73075,8.35655,13.7931,2.65816,2.72702,11.24227,2.73224,2.72554,5.34045,5.62272,2.82566,3.00481,0,5.75043,2.89184,2.85714,3.01023,0,3.08928,3.14762,0,3.18979,0,3.16456,9.72447,0,3.22789,0,3.43761,3.35796,0,3.50631,0,0,0,8.60585,0,4.914,0,0,0,0,0,5.11247,0,0,5.01756,5.10204,5.10725,0,0,0,5.02765,0,4.86381,0,4.71476,0,0,10.33592,0,0,0,0,0,0,0,4.68604,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8072,0,0,0,5.97015,0,5.48847,0,0,5.44662,0,0,0,5.95593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32111,0,0,0,0
"('lease',)",3.88048,3.885,2.7137,0,0,0,0,0,0,2.65816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.914,0,0,0,0,0,5.11247,0,0,0,5.10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04541,5.35619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('quarter',)",7.76096,15.54002,0,0,20.17873,2.66525,0,11.14206,0,0,5.45405,0,0,0,2.67023,0,8.47697,0,8.65301,5.75043,2.89184,5.71429,9.0307,0,0,15.73812,3.09693,12.75917,3.13283,3.16456,3.24149,6.27353,6.45578,0,0,3.35796,3.48797,7.01262,0,0,12.20008,0,8.79894,0,4.98753,0,0,0,0,15.33742,0,0,5.01756,0,0,4.93097,0,0,0,0,0,0,0,10.6553,0,0,0,5.07614,0,0,0,15.13623,5.35619,4.68604,0,0,4.90196,5.34474,10.17812,4.80077,0,0,5.11247,0,6.03865,0,6.00962,5.8072,0,0,0,5.97015,6.10128,0,12.29256,0,0,17.66784,0,11.62791,0,0,6.30517,6.25,0,0,0,0,0,19.16933,0,0,6.52316,0,0,0,5.94884,0,0,0,0,14.05481,0,0,0,6.59196,0,0,0,0,7.30994,0,0,0,0,0,0,0,0,7.01754,6.82128,0,7.07714,0,0,0,0,0,14.14427,0,6.32111,6.59196,0,13.46801,0
"('share',)",23.28289,38.85004,10.85482,13.69863,23.0614,26.65245,32.76898,27.85515,33.10345,47.84689,21.8162,39.34795,40.98361,54.51077,40.0534,53.4158,25.43091,69.11058,43.26507,48.87867,26.0266,37.14286,48.16376,21.41983,43.24992,28.32861,24.77547,51.03668,56.39098,25.31646,35.6564,56.46173,35.50678,29.32551,48.1265,33.57958,31.3917,52.59467,56.64653,51.8755,48.80033,43.02926,61.59261,39.31204,14.96259,18.73536,14.65559,33.50886,24.86325,30.67485,19.12046,24.77701,65.2283,20.40816,45.96527,19.72387,34.12969,24.21308,55.30417,20.33554,48.63813,31.20125,33.0033,31.9659,36.11971,41.34367,20.69322,65.98985,35.14056,29.49853,29.41176,45.40868,53.56186,37.48828,29.46955,39.96004,58.82353,37.41315,45.80153,38.40614,34.5679,40.32258,51.12474,50.70994,42.27053,63.00115,30.04808,11.6144,40.46243,42.83966,39.34795,35.8209,0,21.9539,36.87769,22.24694,21.78649,17.66784,0,5.81395,29.77963,12.19512,31.52585,12.5,5.43478,5.62746,18.55288,18.30384,24.05292,6.38978,6.61376,6.06061,19.56947,11.93317,0,43.19654,17.84652,12.21001,6.99301,24.42002,30.21148,42.16444,11.87648,21.94587,7.11744,26.36783,6.33312,24.96879,25.78981,0,36.54971,6.21504,6.16143,0,25.9909,6.90131,14.33692,21.21641,6.87758,0,27.28513,21.48997,49.53999,16.86341,24.2915,42.34298,15.17451,20.53388,14.14427,13.31558,18.96334,32.95979,18.95136,101.0101,97.44214
"('analysis',)",7.76096,3.885,2.7137,0,0,0,0,0,0,0,0,0,0,0,0,2.81136,0,3.00481,0,0,0,0,0,3.05998,0,0,0,0,0,6.32911,0,0,0,0,0,0,3.48797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08388,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88928,0,0,0,0,0,0,5.43478,0,6.18429,6.10128,0,0,6.61376,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82128,0,0,8.4317,0,0,0,0,0,0,0,6.59196,12.63424,0,0
"('uk',)",19.40241,27.19503,2.7137,2.73973,5.76535,2.66525,8.19224,13.92758,11.03448,18.60712,2.72702,8.4317,10.92896,10.90215,5.34045,2.81136,11.30263,6.00962,14.42169,2.87522,8.67553,2.85714,3.01023,12.2399,9.26784,12.59049,6.19387,19.13876,6.26566,25.31646,9.72447,9.41029,9.68367,3.25839,17.18804,3.35796,6.97593,17.53156,15.10574,11.97127,32.53355,30.12048,4.39947,4.914,4.98753,4.68384,9.7704,0,19.8906,25.56237,4.78011,0,0,0,15.32176,14.7929,0,4.84262,10.0553,5.08388,14.59144,5.20021,23.57379,10.6553,5.15996,10.33592,20.69322,20.30457,15.06024,14.74926,29.41176,5.04541,5.35619,9.37207,4.91159,14.98501,19.60784,5.34474,10.17812,9.60154,4.93827,15.12097,10.22495,5.07099,12.07729,11.45475,12.01923,17.4216,23.12139,0,0,17.91045,0,10.97695,0,0,5.44662,29.44641,18.32621,17.44186,11.91185,12.19512,6.30517,18.75,0,5.62746,6.18429,6.10128,6.01323,0,6.61376,6.06061,19.56947,0,6.77048,7.19942,11.89768,6.10501,0,0,6.0423,7.02741,5.93824,0,7.11744,0,0,12.48439,0,0,14.61988,0,0,0,6.49773,0,0,7.07214,0,0,0,0,0,0,0,7.05716,7.58725,0,7.07214,0,0,0,0,6.73401,0
"('scrap',)",7.76096,3.885,0,2.73973,0,0,0,0,2.75862,0,2.72702,2.81057,0,0,0,2.81136,0,3.00481,2.88434,2.87522,2.89184,0,0,3.05998,0,0,0,6.37959,3.13283,0,0,9.41029,3.22789,0,0,0,0,0,0,0,0,0,4.39947,0,0,0,0,0,0,0,0,0,0,0,0,4.93097,0,0,0,5.08388,4.86381,5.20021,0,5.32765,5.15996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95593,0,0,0,0,5.62746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('plastic',)",3.88048,3.885,0,0,5.76535,0,0,0,0,0,0,0,0,2.72554,8.01068,0,0,6.00962,0,2.87522,5.78369,2.85714,0,0,0,3.14762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30293,4.39947,0,0,0,4.8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15996,0,0,0,5.02008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('package',)",3.88048,7.77001,0,0,2.88268,0,0,2.78552,2.75862,0,0,0,0,0,5.34045,0,0,0,0,0,0,0,0,3.05998,3.08928,0,3.09693,0,0,0,0,0,0,0,0,3.35796,0,0,0,0,0,4.30293,0,0,0,0,4.8852,4.78698,0,0,0,0,0,0,0,0,0,0,0,10.16777,0,0,0,0,0,0,0,0,0,0,0,0,5.35619,0,0,0,0,0,0,0,4.93827,0,0,0,0,0,0,0,5.78035,0,0,0,0,0,0,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,6.01323,0,0,0,6.52316,0,6.77048,0,0,6.10501,0,0,6.0423,0,0,0,7.11744,6.59196,0,6.2422,6.44745,0,7.30994,0,0,14.16431,0,0,0,7.07214,0,0,0,0,14.15428,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('hide',)",15.52192,3.885,0,5.47945,0,0,8.19224,0,2.75862,7.97448,5.45405,0,2.73224,0,2.67023,2.81136,2.82566,3.00481,0,2.87522,2.89184,2.85714,3.01023,0,0,6.29525,0,0,9.3985,3.16456,0,0,0,6.51678,0,3.35796,0,0,0,0,0,4.30293,0,0,4.98753,4.68384,4.8852,9.57396,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20021,0,0,10.31992,10.33592,5.17331,0,0,4.91642,0,0,5.35619,0,0,0,0,0,5.08906,0,4.93827,0,0,5.07099,0,5.72738,18.02885,0,0,6.11995,0,5.97015,0,0,6.14628,0,0,5.88928,6.10874,0,0,6.09756,6.30517,0,10.86957,0,6.18429,0,0,6.38978,0,12.12121,0,0,0,7.19942,0,6.10501,0,0,0,0,0,14.63058,0,0,12.66624,6.2422,19.34236,0,0,12.43008,6.16143,0,12.99545,0,0,0,0,0,0,0,0,8.4317,0,0,0,6.84463,0,0,0,0,0,0,6.09013
"('benefit',)",11.64144,7.77001,5.42741,0,2.88268,7.99574,2.73075,2.78552,8.27586,0,2.72702,0,2.73224,0,2.67023,2.81136,0,0,0,0,0,0,6.02047,3.05998,9.26784,0,3.09693,3.18979,0,3.16456,0,3.13676,3.22789,6.51678,6.87521,3.35796,13.95187,3.50631,0,3.99042,0,0,0,4.914,9.97506,4.68384,0,0,4.97265,0,0,0,0,5.10204,10.2145,4.93097,0,0,0,0,9.72763,0,0,0,0,10.33592,10.34661,10.15228,0,9.83284,0,0,0,0,4.91159,4.995,0,5.34474,5.08906,0,4.93827,5.04032,5.11247,5.07099,6.03865,0,0,5.8072,0,18.35985,5.62114,0,12.20256,5.48847,0,0,16.33987,5.88928,6.10874,5.81395,5.95593,18.29268,6.30517,0,5.43478,0,0,12.20256,12.02646,12.77955,0,12.12121,0,5.96659,0,0,0,6.10501,0,6.10501,6.0423,0,0,0,0,6.59196,6.33312,0,0,0,0,0,6.16143,0,19.49318,0,0,0,0,7.01754,0,0,0,0,8.09717,0,0,13.68925,0,0,0,0,0,0,0
"('roth',)",3.88048,3.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19942,0,0,0,6.10501,0,0,0,0,0,0,6.33312,0,0,0,7.30994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('ira',)",3.88048,3.885,0,0,0,0,0,2.78552,0,0,0,5.62114,0,0,0,2.81136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99042,0,0,0,0,0,0,0,4.78698,0,0,0,0,0,0,5.10725,4.93097,0,0,0,0,0,0,0,0,5.15996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19942,0,0,0,6.10501,0,0,0,0,7.11744,0,0,0,0,6.36943,0,6.21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('harder',)",3.88048,3.885,0,5.47945,2.88268,0,0,0,0,0,5.45405,0,0,0,0,0,0,0,0,2.87522,0,2.85714,0,3.05998,0,6.29525,3.09693,0,3.13283,0,0,0,0,0,3.43761,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97265,0,0,0,0,0,0,4.93097,0,0,0,0,0,0,0,5.32765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16846,0,0,0,0,0,0,0,0,0,0,6.84463,0,0,0,0,0,0,0
"('unveil',)",7.76096,15.54002,8.14111,2.73973,0,5.33049,0,2.78552,8.27586,0,0,0,2.73224,2.72554,8.01068,2.81136,0,0,2.88434,0,2.89184,8.57143,3.01023,3.05998,6.17856,3.14762,0,6.37959,0,0,3.24149,0,3.22789,0,3.43761,0,0,0,0,7.98085,0,4.30293,0,4.914,4.98753,9.36768,0,4.78698,4.97265,5.11247,0,0,0,0,0,0,14.62701,4.84262,0,5.08388,4.86381,10.40042,14.14427,0,5.15996,5.16796,5.17331,10.15228,5.02008,0,4.90196,5.04541,5.35619,0,4.91159,4.995,4.90196,21.37894,5.08906,0,4.93827,0,15.33742,5.07099,0,0,6.00962,0,0,0,0,5.97015,6.10128,5.48847,0,0,0,5.88928,0,0,0,18.29268,0,6.25,5.43478,0,0,6.10128,6.01323,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,6.2422,0,6.36943,0,0,0,0,0,0,0,0,0,7.01754,0,0,21.23142,0,0,0,0,6.84463,7.07214,0,0,0,0,6.73401,0
"('water',)",7.76096,11.65501,0,5.47945,8.64803,0,2.73075,0,2.75862,0,2.72702,0,0,0,0,0,0,9.01442,2.88434,0,0,0,3.01023,0,0,6.29525,0,0,0,0,3.24149,0,3.22789,0,0,0,3.48797,0,7.55287,0,0,4.30293,4.39947,0,0,4.68384,0,0,9.9453,5.11247,0,0,5.01756,0,5.10725,4.93097,9.75134,0,0,0,4.86381,0,4.71476,0,5.15996,5.16796,0,0,0,9.83284,14.70588,0,0,4.68604,4.91159,9.99001,0,0,0,4.80077,0,5.04032,0,5.07099,0,0,6.00962,11.6144,0,0,0,5.97015,0,5.48847,0,11.12347,5.44662,0,0,0,5.95593,0,0,6.25,0,0,6.18429,0,6.01323,6.38978,0,0,6.52316,5.96659,6.77048,0,0,6.10501,0,0,6.0423,0,0,7.31529,0,0,0,0,0,0,0,0,0,0,0,6.90131,0,0,0,7.01754,0,0,0,0,16.19433,0,0,0,0,6.65779,0,6.59196,0,0,0
"('brand',)",15.52192,11.65501,2.7137,8.21918,17.29605,2.66525,5.4615,5.57103,11.03448,10.63264,2.72702,8.4317,0,2.72554,5.34045,2.81136,5.65131,3.00481,8.65301,5.75043,0,11.42857,0,0,0,9.44287,6.19387,3.18979,3.13283,6.32911,6.48298,3.13676,3.22789,6.51678,10.31282,0,6.97593,3.50631,7.55287,0,4.06669,4.30293,13.19842,14.74201,4.98753,9.36768,0,0,14.91795,15.33742,4.78011,4.9554,0,20.40816,5.10725,4.93097,0,4.84262,0,0,0,0,9.42951,0,10.31992,0,5.17331,0,5.02008,4.91642,0,0,0,0,0,0,0,0,5.08906,0,0,0,10.22495,0,0,5.72738,6.00962,11.6144,0,0,0,5.97015,6.10128,5.48847,12.29256,0,10.89325,5.88928,0,5.81395,0,0,0,0,0,0,6.18429,0,0,6.38978,0,6.06061,0,5.96659,0,0,5.94884,12.21001,0,12.21001,0,0,0,7.31529,7.11744,0,0,0,6.44745,6.36943,0,0,0,0,0,0,0,0,6.87758,0,0,0,0,8.4317,0,7.05716,0,6.84463,7.07214,0,0,6.59196,6.31712,6.73401,12.18027
